source,target,type,description,source_urls,confidence,evidence_kind,needs_review,review_notes
jiro-suto,kageki-ashura,follow,Authenticated X following list shows this account follows @kageki_ashura.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,tenma-pua,follow,Authenticated X following list shows this account follows @tenma_pua.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,feitan-sub,follow,Authenticated X following list shows this account follows @Feitan_sub.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,tinder-god,follow,Authenticated X following list shows this account follows @Tinder_god_2.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,goda-pua,follow,Authenticated X following list shows this account follows @goda_pua.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,greed-pua,follow,Authenticated X following list shows this account follows @greed_pua.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,greed-pua-sub,follow,Authenticated X following list shows this account follows @greed_pua_sub.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,nakayamasoku,follow,Authenticated X following list shows this account follows @nakayamasoku.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,be-street-pua,follow,Authenticated X following list shows this account follows @Be_Street_pua.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,tensai-nanpa4,follow,Authenticated X following list shows this account follows @tensai_nanpa4.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,shime-pua,follow,Authenticated X following list shows this account follows @shime_pua.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Collected from an authenticated X following page because logged-out following pages redirect to login.
jiro-suto,tomu-riddle,follow,Authenticated X following list shows this account follows @tomu_riddle.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,sub-riddle,follow,Authenticated X following list shows this account follows @sub_riddle.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,akari-pua,follow,Authenticated X following list shows this account follows @akari_pua.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,niko-pua,follow,Authenticated X following list shows this account follows @Niko_PUA.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,haruqun01,follow,Authenticated X following list shows this account follows @haruqun01.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,kimu-himitsu2,follow,Authenticated X following list shows this account follows @kimu__himitsu2.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,tsutsumi-ye4pe,follow,Authenticated X following list shows this account follows @tsutsumi_ye4pe.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,utopua2,follow,Authenticated X following list shows this account follows @utopua2.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,nampa-poke,follow,Authenticated X following list shows this account follows @nampa_poke.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,pua-poke,follow,Authenticated X following list shows this account follows @pua_poke.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,srs-pua-main,follow,Authenticated X following list shows this account follows @srs_pua_.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,srs-pua-sub,follow,Authenticated X following list shows this account follows @srs_pua.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,fbefoy0wnf21319,follow,Authenticated X following list shows this account follows @FbefOy0wNF21319.,https://x.com/jiro_suto | https://x.com/jiro_suto/following,0.64,mixed,True,Wave-collected authenticated following edge to an already-seeded account (solid density pass).
jiro-suto,tiger3722,follow,Authenticated X following list shows this account follows @tiger3722.,https://x.com/jiro_suto | https://x.com/tiger3722,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
jiro-suto,rougela-0803,follow,Authenticated X following list shows this account follows @Rougela_0803.,https://x.com/jiro_suto | https://x.com/Rougela_0803,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
jiro-suto,engineeryokoha1,follow,Authenticated X following list shows this account follows @engineeryokoha1.,https://x.com/jiro_suto | https://x.com/engineeryokoha1,0.64,mixed,True,Following-guided public profile screening from data/growth/following_screened.json.
jjjjx-xiii,x,affiliation,Profile links point to X.,https://x.com/jjjjx_xiii,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: kazunanpa, mentai-nanpa, miraitinder6969."
jjjjx-xiii,iiiiix-xjjjjj,profile_mention,Public profile text mentions @iiiiix_xjjjjj.,https://x.com/jjjjx_xiii,0.72,mixed,True,Densify pass: public profile/bio @handle mention of an already-seeded account.
john-innlife,x,affiliation,Profile links point to X.,https://x.com/john_innlife,0.86,fact,True,"Following-guided public profile screening from data/growth/following_screened.json. Sources following this account: betty-boopua, osathi-nanpa, vegetst."
joker-nanpa,x,affiliation,Profile links point to X.,https://x.com/joker_nanpa,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint.
joker-nanpa,jokernanpa,profile_mention,Public profile text mentions @JokerNanpa.,https://x.com/joker_nanpa,0.72,mixed,True,Densify pass: public profile/bio @handle mention of an already-seeded account.
jokernanpa,x,affiliation,Profile links point to X.,https://x.com/JokerNanpa,0.86,fact,True,X API public profile fields were used to refresh icon and follower coverage. Authenticated X web UserByScreenName public fields were used to refresh icon and follower coverage.
jokernanpa,joker-nanpa,profile_mention,Public profile text mentions @joker_nanpa.,https://x.com/JokerNanpa,0.72,mixed,True,Densify pass: public profile/bio @handle mention of an already-seeded account.
juju-pua,x,affiliation,Profile links point to X.,https://x.com/juju_pua,0.86,fact,True,Auto-collected from a public X profile. Review generated bio and pinned-post hints. Profile HTML did not expose a pinned-post URL; configure pinned_post_url in data/x_profile_sources.json to attach a generated pinned-post hint.
